LocalDateTable_ba934b29-0be9-45fc-a5b6-a2a0bace3d1b[Ano];LocalDateTable_ba934b29-0be9-45fc-a5b6-a2a0bace3d1b[Mês];LocalDateTable_ba934b29-0be9-45fc-a5b6-a2a0bace3d1b[MonthNo];LocalDateTable_ba934b29-0be9-45fc-a5b6-a2a0bace3d1b[Dia];[Valor_Total_de_Venda]
2023;fevereiro;2;23;16658,19
2023;fevereiro;2;24;195989,03
2023;fevereiro;2;27;99139,62
2023;fevereiro;2;28;280015,79
2023;março;3;1;253606,7
2023;março;3;2;12288,63
2023;março;3;3;219339,87
2023;março;3;6;153882,75
2023;março;3;7;248797,45
2023;março;3;8;311137,57
2023;março;3;9;26571,18
2023;março;3;10;200575,93
2023;março;3;13;143033,38
2023;março;3;14;260955,6
2023;março;3;15;346887,86
2023;março;3;16;835,12
2023;março;3;17;276156,33
2023;março;3;20;142795,82
2023;março;3;21;187168,41
2023;março;3;22;283828,43
2023;março;3;23;25852,31
2023;março;3;24;195045,84
2023;março;3;27;110309,67
2023;março;3;28;315961,12
2023;março;3;29;249646,96
2023;março;3;30;3571,25
2023;março;3;31;226981
2023;abril;4;3;188961,18
2023;abril;4;4;226568,63
2023;abril;4;5;319023,6
2023;abril;4;6;190278,37
2023;abril;4;10;172650,77
2023;abril;4;11;286576,18
2023;abril;4;12;350369,23
2023;abril;4;13;12262,02
2023;abril;4;14;207709,42
2023;abril;4;17;189323,3
2023;abril;4;18;178287,01
2023;abril;4;19;288672,72
2023;abril;4;20;268618,64
2023;abril;4;24;162289,09
2023;abril;4;25;287015,16
2023;abril;4;26;302622,69
2023;abril;4;27;11359,78
2023;abril;4;28;414083,74
2023;abril;4;29;-230,65
2023;maio;5;2;77473,18
2023;maio;5;3;504168,12
2023;maio;5;4;100428,94
2023;maio;5;5;287594,27
2023;maio;5;8;166527,67
2023;maio;5;9;324008,76
2023;maio;5;10;374171,52
2023;maio;5;11;5362,41
2023;maio;5;12;261175,5
2023;maio;5;15;165515,8
2023;maio;5;16;342181
2023;maio;5;17;290638,94
2023;maio;5;18;34290,03
2023;maio;5;19;255158,06
2023;maio;5;22;147784
2023;maio;5;23;318438,43
2023;maio;5;24;274910,91
2023;maio;5;25;11642,1
2023;maio;5;26;210832,97
2023;maio;5;29;127443,11
2023;maio;5;30;284933
2023;maio;5;31;284751,62
2023;junho;6;1;8005,41
2023;junho;6;2;309896,38
2023;junho;6;5;140367,39
2023;junho;6;6;341647,82
2023;junho;6;7;276445,29
2023;junho;6;9;309922,18
2023;junho;6;12;147115,22
2023;junho;6;13;244350,91
2023;junho;6;14;363453,52
2023;junho;6;15;2015,98
2023;junho;6;16;398325,68
2023;junho;6;19;133567,74
2023;junho;6;20;362792,57
2023;junho;6;21;328450,66
2023;junho;6;22;5248,53
2023;junho;6;23;393223,06
2023;junho;6;26;163852,73
2023;junho;6;27;260311,31
2023;junho;6;28;310934,34
2023;junho;6;29;1157,61
2023;junho;6;30;374745,23
2023;julho;7;3;147416,22
2023;julho;7;4;307894,82
2023;julho;7;5;289841,66
2023;julho;7;6;194812,42
2023;julho;7;7;241648,04
2023;julho;7;10;170844,77
2023;julho;7;11;238693,3
2023;julho;7;12;339284,88
2023;julho;7;13;15966,02
2023;julho;7;14;297919,56
2023;julho;7;17;144647,73
2023;julho;7;18;338212,73
2023;julho;7;19;323306,29
2023;julho;7;20;125289,33
2023;julho;7;21;277212,69
2023;julho;7;24;129843,1
2023;julho;7;25;261256,74
2023;julho;7;26;336681,28
2023;julho;7;27;8463,94
2023;julho;7;28;279902,1
2023;julho;7;31;281543,03
2023;agosto;8;1;253542,45
2023;agosto;8;2;301893,35
2023;agosto;8;3;152866,18
2023;agosto;8;4;204167,58
2023;agosto;8;7;129013,96
2023;agosto;8;8;95861,77
2023;agosto;8;9;542729,09
2023;agosto;8;10;3885,56
2023;agosto;8;11;260348,41
2023;agosto;8;14;101279,04
2023;agosto;8;15;264159,26
2023;agosto;8;16;297854,46
2023;agosto;8;17;22442,97
2023;agosto;8;18;236266,76
2023;agosto;8;21;299247,87
2023;agosto;8;22;48110,36
2023;agosto;8;23;458258,64
2023;agosto;8;24;147164,13
2023;agosto;8;25;182643,58
2023;agosto;8;28;137293,58
2023;agosto;8;29;230872,54
2023;agosto;8;30;339661,43
2023;agosto;8;31;192328,3
2023;setembro;9;1;273799,59
2023;setembro;9;4;161425,92
2023;setembro;9;5;320417,76
2023;setembro;9;6;278696,15
2023;setembro;9;8;213863,79
2023;setembro;9;11;133025,5
2023;setembro;9;12;294512,14
2023;setembro;9;13;360995,3
2023;setembro;9;14;29334,32
2023;setembro;9;15;381631,38
2023;setembro;9;18;253857,17
2023;setembro;9;19;523192,29
2023;setembro;9;21;32400,87
2023;setembro;9;22;234901,4
2023;setembro;9;25;195646,6
2023;setembro;9;26;280608,56
2023;setembro;9;27;306797,89
2023;setembro;9;28;5570,82
2023;setembro;9;29;277185,02
2023;outubro;10;2;124610,05
2023;outubro;10;3;220313,3
2023;outubro;10;4;256543,39
2023;outubro;10;5;9626,05
2023;outubro;10;6;279441,32
2023;outubro;10;9;183657,64
2023;outubro;10;10;362619,36
2023;outubro;10;11;281935,7
2023;outubro;10;13;181607,31
2023;outubro;10;16;216441,89
2023;outubro;10;17;322337,43
2023;outubro;10;18;343772,65
2023;outubro;10;19;3523,77
2023;outubro;10;20;246197,07
2023;outubro;10;23;145171,88
2023;outubro;10;24;283607,36
2023;outubro;10;25;428838,37
2023;outubro;10;26;-1977,71
2023;outubro;10;27;218298,34
2023;outubro;10;30;165165,76
2023;outubro;10;31;333487,26
2023;novembro;11;1;265249,48
2023;novembro;11;3;251845,83
2023;novembro;11;6;150580,55
2023;novembro;11;7;339343,52
2023;novembro;11;8;339341,41
2023;novembro;11;9;9908,92
2023;novembro;11;10;249427,46
2023;novembro;11;13;284933,96
